S_2011,S_2017,pdf_page,source_line
7229,7239,143,7239 其他法律服务 7229 其他法律服务
7231,7241,143,7241 会计、审计及税务服务 7231 会计、审计及税务服务
7232,7242,143,7242 市场调查 7232 市场调查
7233,7243,144,7243 社会经济咨询 7233 社会经济咨询 内容变更，原 7233 部分内容调
7233,7244,144,7244 健康咨询 7233 社会经济咨询 新增，原 7233 部分内容调到此
7239,7245,144,7245 环保咨询 7239 其他专业咨询 新增，原 7239 部分内容调到此
7233,7246,144,7246 体育咨询 7233 社会经济咨询 新增，原 7233 部分内容调到此
7239,7249,144,7249 其他专业咨询与调查 7239 其他专业咨询 更名，内容变更，原 7239 部分
7240,7251,144,7251 互联网广告服务 7240 广告业 新增，原 7240 部分内容调到此
7240,7259,144,7259 其他广告服务 7240 广告业 新增，原 7240 归到此类，部分
7261,7261,144,7261 公共就业服务 7261 公共就业服务
7262,7262,144,7262 职业中介服务 7262 职业中介服务
7263,7263,144,7263 劳务派遣服务 7263 劳务派遣服务
7269,7264,144,7264 创业指导服务 7269 其他人力资源服务 新增，原 7269 部分内容调到此
7269,7269,144,7269 其他人力资源服务 7269 其他人力资源服务 内容变更，原 7269 部分内容调
7281,7271,144,7271 安全服务 7281 安全服务
7282,7272,144,7272 安全系统监控服务 7282 安全系统监控服务
7289,7279,144,7279 其他安全保护服务 7289 其他安全保护服务
7292,7281,144,7281 科技会展服务 7292 会议及展览服务 新增，将原 7292 分解
7292,7282,144,7282 旅游会展服务 7292 会议及展览服务 新增，将原 7292 分解
7292,7283,144,7283 体育会展服务 7292 会议及展览服务 新增，将原 7292 分解
7292,7284,144,7284 文化会展服务 7292 会议及展览服务 新增，将原 7292 分解
7289,7289,144,7289 其他会议、展览及相关服务 7289 会议及展览服务 新增，将原 7292 分解
7271,7291,145,7291 旅行社及相关服务 7271 旅行社服务 新增，原 7271、7272、7279 合
7293,7292,145,7292 包装服务 7293 包装服务
7294,7293,145,7293 办公服务 7294 办公服务 内容变更，原 7294 部分内容调
7294,7294,145,7294 翻译服务 7294 办公服务 新增，原 7294 部分内容调到此
7295,7295,145,7295 信用服务 7295 信用服务
7299,7297,145,7297 商务代理代办服务 7299 其他未列明商务服务业 新增，原 7299 部分内容调到此
7299,7298,145,7298 票务代理服务 7299 其他未列明商务服务业 新增，原 7299 部分内容调到此
7299,7299,145,7299 其他未列明商务服务业 7299 其他未列明商务服务业 内容变更，原 7299 部分内容调
7310,7310,145,7310 自然科学研究和试验发展 7310 自然科学研究和试验发展
7320,7320,145,7320 工程和技术研究和试验发展 7320 工程和技术研究和试验发展
7330,7330,145,7330 农业科学研究和试验发展 7330 农业科学研究和试验发展
7340,7340,145,7340 医学研究和试验发展 7340 医学研究和试验发展
7350,7350,145,7350 社会人文科学研究 7350 社会人文科学研究
7410,7410,145,7410 气象服务 7410 气象服务
7420,7420,145,7420 地震服务 7420 地震服务
7430,7431,145,7431 海洋气象服务 7430 海洋服务 新增，将原 7430 分解
7430,7432,145,7432 海洋环境服务 7430 海洋服务 新增，将原 7430 分解
7430,7439,145,7439 其他海洋服务 7430 海洋服务 新增，将原 7430 分解
7440,7441,145,7441 遥感测绘服务 7440 测绘服务 新增，将原 7440 分解
7440,7449,145,7449 其他测绘地理信息服务 7440 测绘服务 新增，将原 7440 分解
7450,7451,146,7451 检验检疫服务 7450 质检技术服务 新增，将原 7450 分解
7450,7452,146,7452 检测服务 7450 质检技术服务 新增，将原 7450 分解
7450,7453,146,7453 计量服务 7450 质检技术服务 新增，将原 7450 分解
7450,7454,146,7454 标准化服务 7450 质检技术服务 新增，将原 7450 分解
7450,7455,146,7455 认证认可服务 7450 质检技术服务 新增，将原 7450 分解
7450,7459,146,7459 其他质检技术服务 7450 质检技术服务 新增，将原 7450 分解
7461,7461,146,7461 环境保护监测 7461 环境保护监测
7462,7462,146,7462 生态资源监测 7462 生态监测 更名，内容变更，原 7462 部分
7462,7463,146,7463 野生动物疫源疫病防控监测 7462 生态监测 新增，原 7462 部分内容调到此
7471,7471,146,7471 能源矿产地质勘查 7471 能源矿产地质勘查
7472,7472,146,7472 固体矿产地质勘查 7472 固体矿产地质勘查
7473,7473,146,7473 水、二氧化碳等矿产地质勘查 7473 水、二氧化碳等矿产地质勘查
7474,7474,146,7474 基础地质勘查 7474 基础地质勘查
7475,7475,146,7475 地质勘查技术服务 7475 地质勘查技术服务
7481,7481,146,7481 工程管理服务 7481 工程管理服务 内容变更，原 7481 部分内容调
7481,7482,146,7482 工程监理服务 7481 工程管理服务 新增，原 7481 部分内容调到此
7482,7483,146,7483 工程勘察活动 7482 工程勘察设计 新增，将原 7482 分解
7482,7484,146,7484 工程设计活动 7482 工程勘察设计 新增，将原 7482 分解
7483,7485,146,7485 规划设计管理 7483 规划管理 更名，内容变更，原 7483 部分
7483,7486,146,7486 土地规划服务 7483 规划管理 新增，原 7483 部分内容调到此
7491,7491,146,7491 工业设计服务 7491 专业化设计服务 新增，原 7491 部分内容调到此
7491,7492,147,7492 专业设计服务 7491 专业化设计服务 更名，内容变更，原 7491 部分
7493,7493,147,7493 兽医服务 7493 兽医服务 内容变更，原 7493 部分内容调
7499,7499,147,7499 其他未列明专业技术服务业 7499 其他未列明专业技术服务业
7511,7511,147,7511 农林牧渔技术推广服务 7511 农业技术推广服务 更名
7512,7512,147,7512 生物技术推广服务 7512 生物技术推广服务
7513,7513,147,7513 新材料技术推广服务 7513 新材料技术推广服务
7514,7514,147,7514 节能技术推广服务 7514 节能技术推广服务
7519,7515,147,7515 新能源技术推广服务 7519 其他技术推广服务 新增，原 7519 部分内容调到此
7519,7516,147,7516 环保技术推广服务 7519 其他技术推广服务 新增，原 7519 部分内容调到此
7519,7517,147,7517 三维（3D)打印技术推广服务 7519 其他技术推广服务 新增，原 7519 部分内容调到此
7519,7519,147,7519 其他技术推广服务 7519 其他技术推广服务 内容变更，原 7519 部分内容调
7250,7520,147,7520 知识产权服务 7250 知识产权服务
7520,7530,147,7530 科技中介服务 7520 科技中介服务 内容变更，原 7520 部分内容调
7520,7540,147,7540 创业空间服务 7520 科技中介服务 新增，原 7520、7590 部分内容
7590,7590,147,7590 其他科技推广服务业 7590 其他科技推广和应用服务业 内容变更，原 7590 部分内容调
7610,7610,147,7610 防洪除涝设施管理 7610 防洪除涝设施管理
7620,7620,147,7620 水资源管理 7620 水资源管理
7630,7630,147,7630 天然水收集与分配 7630 天然水收集与分配
7640,7640,147,7640 水文服务 7640 水文服务
7690,7690,147,7690 其他水利管理业 7690 其他水利管理业
7711,7711,148,7711 自然生态系统保护管理 7711 自然保护区管理 新增，将原 7711 分解
7711,7712,148,7712 自然遗迹保护管理 7711 自然保护区管理 新增，将原 7711 分解
7712,7713,148,7713 野生动物保护 7712 野生动物保护 内容变更，原 7712 部分内容调
7713,7714,148,7714 野生植物保护 7713 野生植物保护 内容变更，原 7713 部分内容调
7712,7715,148,7715 动物园、水族馆管理服务 7712 野生动物保护 新增，原 7712 部分内容调到此
7713,7716,148,7716 植物园管理服务 7713 野生植物保护 新增，原 7713 部分内容调到此
7719,7719,148,7719 其他自然保护 7719 其他自然保护
7721,7721,148,7721 水污染治理 7721 水污染治理
7722,7722,148,7722 大气污染治理 7722 大气污染治理
7723,7723,148,7723 固体废物治理 7723 固体废物治理
7724,7724,148,7724 危险废物治理 7724 危险废物治理
7725,7725,148,7725 放射性废物治理 7725 放射性废物治理
7729,7726,148,7726 土壤污染治理与修复服务 7729 其他污染治理 新增，原 7729 部分内容调到此
7729,7727,148,7727 噪声与振动控制服务 7729 其他污染治理 新增，原 7729 部分内容调到此
7729,7729,148,7729 其他污染治理 7729 其他污染治理 内容变更，原 7729 部分内容调
7810,7810,148,7810 市政设施管理 7810 市政设施管理
7820,7820,148,7820 环境卫生管理 7820 环境卫生管理
7830,7830,148,7830 城乡市容管理 7830 城乡市容管理
7840,7840,148,7840 绿化管理 7840 绿化管理
7851,7850,148,7850 城市公园管理 7851 公园管理 更名
7852,7861,148,7861 名胜风景区管理 7852 游览景区管理 新增，将原 7852 分解
7852,7862,148,7862 森林公园管理 7852 游览景区管理 新增，将原 7852 分解
7852,7869,148,7869 其他游览景区管理 7852 游览景区管理 新增，将原 7852 分解
7090,7910,149,7910 土地整治服务 7090 其他房地产业 新增，原 7090 部分内容调到此
7090,7920,149,7920 土地调查评估服务 7090 其他房地产业 新增，原 7090 部分内容调到此
7090,7930,149,7930 土地登记服务 7090 其他房地产业 新增，原 7090 部分内容调到此
7090,7940,149,7940 土地登记代理服务 7090 其他房地产业 新增，原 7090 部分内容调到此
7090,7990,149,7990 其他土地管理服务 7090 其他房地产业 新增，原 7090 部分内容调到此
7910,8010,149,8010 家庭服务 7910 家庭服务
7920,8020,149,8020 托儿所服务 7920 托儿所服务
7930,8030,149,8030 洗染服务 7930 洗染服务
7940,8040,149,8040 理发及美容服务 7940 理发及美容服务
7950,8051,149,8051 洗浴服务 7950 洗浴服务
7960,8052,149,8052 足浴服务 7960 保健服务 新增，将原 7960 分解
7960,8053,149,8053 养生保健服务 7960 保健服务 新增，将原 7960 分解
7492,8060,149,8060 摄影扩印服务 7492 摄影扩印服务 调整，从原“74 专业技术服务
7970,8070,149,8070 婚姻服务 7970 婚姻服务
7980,8080,149,8080 殡葬服务 7980 殡葬服务
7990,8090,149,8090 其他居民服务业 7990 其他居民服务业
8011,8111,149,8111 汽车修理与维护 8011 汽车修理与维护 内容变更，原 8011 部分内容调
8011,8112,149,8112 大型车辆装备修理与维护 8011 汽车修理与维护 新增，原 8011 部分内容调到此
8012,8113,149,8113 摩托车修理与维护 8012 摩托车修理与维护
8099,8114,150,8114 助动车等修理与维护 8099 其他未列明日用产品修理业 新增，原 8099 部分内容调到此
8021,8121,150,8121 计算机和辅助设备修理 8021 计算机及辅助设备修理
8022,8122,150,8122 通讯设备修理 8022 通讯设备修理
8029,8129,150,8129 其他办公设备维修 8029 其他办公设备维修
8031,8131,150,8131 家用电子产品修理 8031 家用电子产品修理
8032,8132,150,8132 日用电器修理 8032 日用电器修理
8091,8191,150,8191 自行车修理 8091 自行车修理
8092,8192,150,8192 鞋和皮革修理 8092 鞋及皮革修理
8093,8193,150,8193 家具和相关物品修理 8093 家具及相关物品修理
8099,8199,150,8199 其他未列明日用产品修理业 8099 其他未列明日用产品修理业 内容变更，原 8099 部分内容调
8111,8211,150,8211 建筑物清洁服务 8111 建筑物清洁服务
8119,8219,150,8219 其他清洁服务 8119 其他清洁服务
0390,8221,150,8221 宠物饲养 0390 其他畜牧业 新增，原 0390 部分内容调到此
7493,8222,150,8222 宠物医院服务 7493 兽医服务 新增，原 7493 部分内容调到此
8190,8223,150,8223 宠物美容服务 8190 其他未列明服务业 新增，原 8190 部分内容调到此
8190,8224,150,8224 宠物寄托收养服务 8190 其他未列明服务业 新增，原 8190 部分内容调到此
8190,8229,150,8229 其他宠物服务 8190 其他未列明服务业 新增，原 8190 部分内容调到此
8190,8290,150,8290 其他未列明服务业 8190 其他未列明服务业 内容变更，原 8190 部分内容调
8210,8310,151,8310 学前教育 8210 学前教育
8221,8321,151,8321 普通小学教育 8221 普通小学教育
8222,8322,151,8322 成人小学教育 8222 成人小学教育
8231,8331,151,8331 普通初中教育 8231 普通初中教育
8232,8332,151,8332 职业初中教育 8232 职业初中教育
8233,8333,151,8333 成人初中教育 8233 成人初中教育
8234,8334,151,8334 普通高中教育 8234 普通高中教育
8235,8335,151,8335 成人高中教育 8235 成人高中教育
8236,8336,151,8336 中等职业学校教育 8236 中等职业学校教育
8241,8341,151,8341 普通高等教育 8241 普通高等教育
8242,8342,151,8342 成人高等教育 8242 成人高等教育
8250,8350,151,8350 特殊教育 8250 特殊教育
8291,8391,151,8391 职业技能培训 8291 职业技能培训
8292,8392,151,8392 体校及体育培训 8292 体校及体育培训
8293,8393,151,8393 文化艺术培训 8293 文化艺术培训
8294,8394,151,8394 教育辅助服务 8294 教育辅助服务
8299,8399,151,8399 其他未列明教育 8299 其他未列明教育
8311,8411,151,8411 综合医院 8311 综合医院
8312,8412,151,8412 中医医院 8312 中医医院
8313,8413,151,8413 中西医结合医院 8313 中西医结合医院
8314,8414,151,8414 民族医院 8314 民族医院
8315,8415,151,8415 专科医院 8315 专科医院
8316,8416,151,8416 疗养院 8316 疗养院
8321,8421,151,8421 社区卫生服务中心（站） 8321 社区卫生服务中心（站）
8322,8422,151,8422 街道卫生院 8322 街道卫生院
8323,8423,151,8423 乡镇卫生院 8323 乡镇卫生院
8330,8424,152,8424 村卫生室 8330 门诊部（所） 新增，原 8330 部分内容调到此
8330,8425,152,8425 门诊部（所） 8330 门诊部（所） 内容变更，原 8330 部分内容调
8370,8431,152,8431 疾病预防控制中心 8370 疾病预防控制中心
8360,8432,152,8432 专科疾病防治院（所、站) 8360 专科疾病防治院（所、站）
8350,8433,152,8433 妇幼保健院（所、站） 8350 妇幼保健院（所、站）
8390,8434,152,8434 急救中心（站）服务 8390 其他卫生活动 新增，将原 8390 分解
8390,8435,152,8435 采供血机构服务 8390 其他卫生活动 新增，将原 8390 分解
8340,8436,152,8436 计划生育技术服务活动 8340 计划生育技术服务活动
8390,8491,152,8491 健康体检服务 8390 其他卫生活动 新增，将原 8390 分解
8390,8492,152,8492 临床检验服务 8390 其他卫生活动 新增，将原 8390 分解
8390,8499,152,8499 其他未列明卫生服务 8390 其他卫生活动 新增，将原 8390 分解
8411,8511,152,8511 干部休养所 8411 干部休养所
8412,8512,152,8512 护理机构服务 8412 护理机构服务
8413,8513,152,8513 精神康复服务 8413 精神康复服务
8414,8514,152,8514 老年人、残疾人养护服务 8414 老年人、残疾人养护服务
8419,8515,152,8515 临终关怀服务 8419 其他提供住宿社会救助 新增，原 8419 部分内容调到此
8415,8516,152,8516 孤残儿童收养和庇护服务 8415 孤残儿童收养和庇护服务
8419,8519,152,8519 其他提供住宿社会救助 8419 其他提供住宿社会救助 内容变更，原 8419 部分内容调
8421,8521,152,8521 社会看护与帮助服务 8421 社会看护与帮助服务
8429,8522,152,8522 康复辅具适配服务 8429 其他不提供住宿社会工作 新增，原 8429 部分内容调到此
8429,8529,152,8529 其他不提供住宿社会工作 8429 其他不提供住宿社会工作 内容变更，原 8429 部分内容调
8510,8610,153,8610 新闻业 8510 新闻业
8521,8621,153,8621 图书出版 8521 图书出版
8522,8622,153,8622 报纸出版 8522 报纸出版
8523,8623,153,8623 期刊出版 8523 期刊出版
8524,8624,153,8624 音像制品出版 8524 音像制品出版
8525,8625,153,8625 电子出版物出版 8525 电子出版物出版
8529,8626,153,8626 数字出版 8529 其他出版业 新增，原 8529 部分内容调到此
8529,8629,153,8629 其他出版业 8529 其他出版业 内容变更，原 8529 部分内容调
8610,8710,153,8710 广播 8610 广播 内容变更，原 8610 部分内容调
8620,8720,153,8720 电视 8620 电视 内容变更，原 8620 部分内容调
8630,8730,153,8730 影视节目制作 8630 电影和影视节目制作 更名
8610,8740,153,8740 广播电视集成播控 8610 广播 新增，原 8610、8620 部分内容
8640,8750,153,8750 电影和广播电视节目发行 8640 电影和影视节目发行 更名
8650,8760,153,8760 电影放映 8650 电影放映
8660,8770,153,8770 录音制作 8660 录音制作
8710,8810,153,8810 文艺创作与表演 8710 文艺创作与表演
8720,8820,153,8820 艺术表演场馆 8720 艺术表演场馆
8731,8831,153,8831 图书馆 8731 图书馆
8732,8832,153,8832 档案馆 8732 档案馆
8740,8840,153,8840 文物及非物质文化遗产保护 8740 文物及非物质文化遗产保护
8750,8850,153,8850 博物馆 8750 博物馆
8760,8860,153,8860 烈士陵园、纪念馆 8760 烈士陵园、纪念馆
8770,8870,153,8870 群众文体活动 8770 群众文化活动 更名
8790,8890,153,8890 其他文化艺术业 8790 其他文化艺术业
8810,8911,154,8911 体育竞赛组织 8810 体育组织 新增，将原 8810 分解
8890,8912,154,8912 体育保障组织 8890 其他体育 新增，将原 8890 分解
8810,8919,154,8919 其他体育组织 8810 体育组织 新增，将原 8810 分解
8820,8921,154,8921 体育场馆管理 8820 体育场馆 新增，将原 8820 分解
8820,8929,154,8929 其他体育场地设施管理 8820 体育场馆 新增，将原 8820 分解
8830,8930,154,8930 健身休闲活动 8830 休闲健身活动 更名
8890,8991,154,8991 体育中介代理服务 8890 其他体育 新增，将原 8890 分解
8890,8992,154,8992 体育健康服务 8890 其他体育 新增，将原 8890 分解
8890,8999,154,8999 其他未列明体育 8890 其他体育 新增，将原 8890 分解
8911,9011,154,9011 歌舞厅娱乐活动 8911 歌舞厅娱乐活动
8912,9012,154,9012 电子游艺厅娱乐活动 8912 电子游艺厅娱乐活动
8913,9013,154,9013 网吧活动 8913 网吧活动
8919,9019,154,9019 其他室内娱乐活动 8919 其他室内娱乐活动
8920,9020,154,9020 游乐园 8920 游乐园
8990,9030,154,9030 休闲观光活动 8990 其他娱乐业 新增，原 8990 部分内容调到此
8930,9041,154,9041 体育彩票服务 8930 彩票活动 新增，将原 8930 分解
8930,9042,154,9042 福利彩票服务 8930 彩票活动 新增，将原 8930 分解
8930,9049,154,9049 其他彩票服务 8930 彩票活动 新增，将原 8930 分解
7299,9051,154,9051 文化活动服务 7299 其他未列明商务服务业 新增，原 7299 部分内容调到此
7299,9052,154,9052 体育表演服务 7299 其他未列明商务服务业 新增，原 7299 部分内容调到此
8941,9053,154,9053 文化娱乐经纪人 8941 文化娱乐经纪人
8942,9054,154,9054 体育经纪人 8942 体育经纪人
8949,9059,155,9059 其他文化艺术经纪代理 8949 其他文化艺术经纪代理 内容变更，原 8949 部分内容调
8990,9090,155,9090 其他娱乐业 8990 其他娱乐业 内容变更，原 8990 部分内容调
9000,9100,155,9100 中国共产党机关 9000 中国共产党机关
9110,9210,155,9210 国家权力机构 9110 国家权力机构
9121,9221,155,9221 综合事务管理机构 9121 综合事务管理机构
9122,9222,155,9222 对外事务管理机构 9122 对外事务管理机构
9123,9223,155,9223 公共安全管理机构 9123 公共安全管理机构
9124,9224,155,9224 社会事务管理机构 9124 社会事务管理机构
9125,9225,155,9225 经济事务管理机构 9125 经济事务管理机构
9126,9226,155,9226 行政监督检查机构 9126 行政监督检查机构
9131,9231,155,9231 人民法院 9131 人民法院
9132,9232,155,9232 人民检察院 9132 人民检察院
9190,9291,155,9291 消防管理机构 9190 其他国家机构 新增，将原 9190 分解
9190,9299,155,9299 其他未列明国家机构 9190 其他国家机构 新增，将原 9190 分解
9210,9310,155,9310 人民政协 9210 人民政协
9220,9320,155,9320 民主党派 9220 民主党派
9300,9411,155,9411 基本养老保险 9300 社会保障 新增，将原 9300 分解
9300,9412,155,9412 基本医疗保险 9300 社会保障 新增，将原 9300 分解
9300,9413,155,9413 失业保险 9300 社会保障 新增，将原 9300 分解
9300,9414,155,9414 工伤保险 9300 社会保障 新增，将原 9300 分解
9300,9415,155,9415 生育保险 9300 社会保障 新增，将原 9300 分解
9300,9419,155,9419 其他基本保险 9300 社会保障 新增，将原 9300 分解
9300,9420,155,9420 补充保险 9300 社会保障 新增，将原 9300 分解
9300,9490,156,9490 其他社会保障 9300 社会保障 新增，将原 9300 分解
9411,9511,156,9511 工会 9411 工会
9412,9512,156,9512 妇联 9412 妇联
9413,9513,156,9513 共青团 9413 共青团
9419,9519,156,9519 其他群众团体 9419 其他群众团体
9421,9521,156,9521 专业性团体 9421 专业性团体
9422,9522,156,9522 行业性团体 9422 行业性团体
9429,9529,156,9529 其他社会团体 9429 其他社会团体
9430,9530,156,9530 基金会 9430 基金会
9440,9541,156,9541 宗教团体服务 9440 宗教组织 新增，将原 9440 分解
9440,9542,156,9542 宗教活动场所服务 9440 宗教组织 新增，将原 9440 分解
9510,9610,156,9610 社区居民自治组织 9510 社区自治组织
9520,9620,156,9620 村民自治组织 9520 村民自治组织
9600,9700,156,9700 国际组织 9600 国际组织
